% # columns="iteration, evaluation, sigma, beta, void,  sigvec==sigma_vec.scaling factors from diagonal decoding", seed=498081, Mon Aug  4 22:50:01 2025, <python>{}</python>
1 5 5.303183032702839 1 0 6.522133907804776 0.11542153771433605 0.3716496124427314 0.15594279459935378 0.15142164851937032
2 10 5.4329876225097244 1 0 6.176653933070031 0.11281168420054631 0.36382876527491914 0.15594279459935378 0.14627369211833258
3 15 6.8121687098342685 1 0 4.6390524516745675 0.08747886008883889 0.29635597739398606 0.12134190157757829 0.11228757103669187
4 20 5.868515181022657 1 0 4.6390524516745675 0.08747886008883889 0.29635597739398606 0.12134190157757829 0.11228757103669187
5 25 4.612367800558282 1 0 4.6390524516745675 0.08747886008883889 0.29635597739398606 0.12134190157757829 0.11228757103669187
6 30 4.671858950663649 1 0 4.6390524516745675 0.08747886008883889 0.29635597739398606 0.12134190157757829 0.11228757103669187
7 35 3.830621780759287 1 0 4.6390524516745675 0.08747886008883889 0.29635597739398606 0.12134190157757829 0.11228757103669187
8 40 4.068230695798793 1 0 4.6390524516745675 0.08747886008883889 0.29635597739398606 0.12134190157757829 0.11228757103669187
9 45 5.112602577718595 1 0 4.6390524516745675 0.08747886008883889 0.29635597739398606 0.12134190157757829 0.11228757103669187
10 50 6.1010130485459255 1 0 3.968156178656356 0.08321033425758939 0.29635597739398606 0.12134190157757829 0.11228757103669187
11 55 6.661953784596552 1 0 3.6615523899870865 0.07806825260391338 0.29635597739398606 0.12134190157757829 0.11228757103669187
12 60 6.1156959534443756 1 0 3.6615523899870865 0.07806825260391338 0.29635597739398606 0.12134190157757829 0.11228757103669187
13 65 6.917027480800746 1 0 3.6615523899870865 0.07710420871284249 0.29475892494298195 0.12134190157757829 0.11228757103669187
14 70 7.377335301929727 1 0 3.522626780702719 0.07512854838934747 0.2832407520364089 0.12134190157757829 0.11228757103669187
15 75 8.301257595031586 1 0 3.1768314984536237 0.06585790696027075 0.22846625842319845 0.10836804124029367 0.10755652746364426
16 80 8.399522953956007 1 0 3.1768314984536237 0.06550931951599993 0.22846625842319845 0.10674374691291104 0.10682550165406303
17 85 7.196262508820787 1 0 3.1768314984536237 0.06550931951599993 0.22846625842319845 0.10674374691291104 0.10682550165406303
18 90 6.255761591715001 1 0 3.1768314984536237 0.06550931951599993 0.22846625842319845 0.10674374691291104 0.10682550165406303
19 95 5.753581927581555 1 0 3.1768314984536237 0.06550931951599993 0.22846625842319845 0.10674374691291104 0.10682550165406303
20 100 5.582750648258154 1 0 3.1768314984536237 0.06550931951599993 0.22846625842319845 0.10674374691291104 0.10682550165406303
