% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=481917, Mon Aug  4 23:15:48 2025
1 5 -0.09150493199377459 -0.043504445313823796 0.021692182995779408 0.061138067219293504 0.9181442989897958 0.9908094332344355 1.0008286032614577 1.0262216040012608 1.0585457191926069
2 10 -0.10913113712463118 -0.00879720609198077 0.027527662851444697 0.10988361734006144 0.9181442989897958 0.9908094332344355 1.0008286032614577 1.0262216040012608 1.0585457191926069
3 15 -0.14578853049544538 -0.029449859776412297 0.0053193909927494966 0.06143177816488824 0.9181442989897958 0.9908094332344355 1.0008286032614577 1.0262216040012608 1.0585457191926069
4 20 -0.14187941622575084 -0.03777861024856295 0.013869108590811044 0.036673993788368345 0.9181442989897958 0.9908094332344355 1.0008286032614577 1.0262216040012608 1.0585457191926069
5 25 -0.14698418772079505 -0.04173977307063045 -0.005645376917758327 0.05992639604006712 0.9181442989897958 0.9908094332344355 1.0008286032614577 1.0262216040012608 1.0585457191926069
6 30 -0.21947403297413942 -0.07003029233335165 0.012005775631237947 0.025955579244122576 0.8631385457927359 0.9719921143624509 0.9959297202093397 1.028057804097002 1.1231403849132169
7 35 -0.1896294992026996 -0.052921104433415966 0.025509751563550707 0.03503584550574666 0.8631385457927359 0.9719921143624509 0.9959297202093397 1.028057804097002 1.1231403849132169
8 40 -0.2183063528158268 -0.06429059795223005 0.04394285305136195 0.05676508541299692 0.8631385457927359 0.9719921143624509 0.9959297202093397 1.028057804097002 1.1231403849132169
9 45 -0.20158328852028726 -0.07886080517615873 0.024334509867010266 0.10024984539271962 0.8631385457927359 0.9719921143624509 0.9959297202093397 1.028057804097002 1.1231403849132169
10 50 -0.1871637543737467 -0.08264072511979272 0.03902407330856138 0.10274275729197029 0.8631385457927359 0.9719921143624509 0.9959297202093397 1.028057804097002 1.1231403849132169
11 55 -0.2576692452054827 -0.14312015399077327 -0.008225999555943556 0.1360265914812691 0.8353155338797277 0.9150750624984663 0.9767117231605744 1.049073597746024 1.1875876326425638
12 60 -0.2691894373679221 -0.13949720361337511 0.03474904520996452 0.13270631286305654 0.8353155338797277 0.9150750624984663 0.9767117231605744 1.049073597746024 1.1875876326425638
13 65 -0.27961164241796144 -0.13634458965247445 -0.007789101893884078 0.1899505633480917 0.8353155338797277 0.9150750624984663 0.9767117231605744 1.049073597746024 1.1875876326425638
14 70 -0.250804454235081 -0.1641132578345861 0.003128212921811658 0.23251405201402672 0.8353155338797277 0.9150750624984663 0.9767117231605744 1.049073597746024 1.1875876326425638
15 75 -0.24114469100080096 -0.16345606177372707 0.011818806160983873 0.23895294027444197 0.8353155338797277 0.9150750624984663 0.9767117231605744 1.049073597746024 1.1875876326425638
16 80 -0.2970448911900593 -0.1595132206130214 -0.0028048651857802815 0.2228706987262531 0.8048519543172613 0.8803662730003612 0.9282256886539288 1.0861377464240523 1.239302393974513
17 85 -0.3062205939808375 -0.14957917168322593 -0.0439321739618128 0.28147470943862474 0.8048519543172613 0.8803662730003612 0.9282256886539288 1.0861377464240523 1.239302393974513
18 90 -0.32712698346563873 -0.16994681084620705 -0.023811548362426667 0.3137399369395874 0.8048519543172613 0.8803662730003612 0.9282256886539288 1.0861377464240523 1.239302393974513
19 95 -0.3060134861263639 -0.23058420279509298 0.023580610502372208 0.4056275141727847 0.8048519543172613 0.8803662730003612 0.9282256886539288 1.0861377464240523 1.239302393974513
20 100 -0.30901085679809603 -0.21401832059717385 0.02932722192621948 0.42875220518252655 0.8048519543172613 0.8803662730003612 0.9282256886539288 1.0861377464240523 1.239302393974513
